timestamp_ms,local_time,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src,adj_pos_x_m,adj_pos_y_m,adj_lat,adj_lon
451214,2026-06-11T14:49:31,184.16,0.213,F,-16718.46,12951.13,47.70517,-122.506653,G,-16716.62,12943.18,47.70517,-122.506653
452293,2026-06-11T14:49:32,169.62,0.158,F,-16718.46,12950.92,47.70524216,-122.50667572,E,-16716.58,12942.98,47.70516821,-122.50665242
453372,2026-06-11T14:49:33,158.76,0.111,F,-16718.46,12950.8,47.70523834,-122.50667572,E,-16716.53,12942.84,47.70516698,-122.50665170
454441,2026-06-11T14:49:35,161.9,0,F,-16718.46,12950.77,47.70523834,-122.50667572,E,-16716.52,12942.82,47.70516682,-122.50665168
455520,2026-06-11T14:49:36,171.28,0,F,-16718.46,12950.77,47.70523834,-122.50667572,E,-16716.52,12942.80,47.70516665,-122.50665167
456589,2026-06-11T14:49:37,170.17,0.118,F,-16718.46,12950.76,47.70523834,-122.50667572,E,-16716.49,12942.65,47.70516529,-122.50665125
457667,2026-06-11T14:49:38,159.71,0.239,F,-16718.45,12950.58,47.70523834,-122.50667572,E,-16716.38,12942.38,47.70516281,-122.50664977
458737,2026-06-11T14:49:39,165.05,0.325,F,-16718.43,12950.29,47.70523453,-122.50667572,E,-16716.26,12942.00,47.70515941,-122.50664822
459806,2026-06-11T14:49:40,164.48,0.385,F,-16718.3,12949.92,47.70523071,-122.50666809,E,-16716.12,12941.56,47.70515544,-122.50664633
460886,2026-06-11T14:49:41,162.79,0.425,F,-16718.11,12949.5,47.7052269,-122.50666809,E,-16715.95,12941.07,47.70515106,-122.50664404
461966,2026-06-11T14:49:42,159.16,0.451,F,-16717.91,12949.06,47.70522308,-122.50666809,E,-16715.74,12940.56,47.70514654,-122.50664120
463036,2026-06-11T14:49:43,161.65,0.482,F,-16717.72,12948.58,47.70521927,-122.50666046,E,-16715.53,12940.02,47.70514168,-122.50663849
464106,2026-06-11T14:49:44,160.5,0.504,F,-16717.53,12948.06,47.70521545,-122.50666046,E,-16715.31,12939.46,47.70513665,-122.50663551
465183,2026-06-11T14:49:45,162.5,0.51,F,-16717.33,12947.54,47.70521164,-122.50666046,E,-16715.10,12938.89,47.70513145,-122.50663274
