mx,my,mz
-50,-4647,9049
-50,-4647,9049
-50,-4647,9049
-50,-4647,9049
96,-4630,9114
96,-4630,9114
96,-4630,9114
96,-4630,9114
96,-4630,9114
96,-4630,9114
96,-4630,9114
96,-4630,9114
96,-4630,9114
765,-3106,9716
765,-3106,9716
765,-3106,9716
765,-3106,9716
765,-3106,9716
765,-3106,9716
765,-3106,9716
754,-3014,9664
754,-3014,9664
754,-3014,9664
797,-3509,9688
797,-3509,9688
797,-3509,9688
797,-3509,9688
797,-3509,9688
770,-3435,9684
770,-3435,9684
770,-3435,9684
770,-3435,9684
770,-3435,9684
770,-3435,9684
770,-3435,9684
845,-3325,9694
845,-3325,9694
845,-3325,9694
822,-3215,9722
822,-3215,9722
822,-3215,9722
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
801,-3087,9703
812,-3003,9682
812,-3003,9682
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-853,-4314,4158
-861,-4173,4043
-861,-4173,4043
-861,-4173,4043
-861,-4173,4043
-861,-4173,4043
-861,-4173,4043
-1385,-2870,4300
-1385,-2870,4300
-1385,-2870,4300
-1385,-2870,4300
-1385,-2870,4300
-1385,-2870,4300
-1385,-2870,4300
-1469,-2775,4339
-1469,-2775,4339
-1469,-2775,4339
-1469,-2775,4339
-1469,-2775,4339
-1469,-2775,4339
-1469,-2775,4339
-1469,-2775,4339
-1790,-4631,6923
-1790,-4631,6923
-1790,-4631,6923
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4668,6690
-1875,-4700,6566
-1821,-4700,6566
-1821,-4700,6566
-943,-3036,8847
-943,-3036,8847
-943,-3036,8847
-943,-3036,8847
-943,-3036,8847
-943,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1209,-3234,8579
-1576,-3471,8090
-1576,-3471,8090
-1576,-3471,8090
-1576,-3471,8090
-1576,-3471,8090
-1576,-3471,8090
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1701,-3570,7975
-1756,-4444,7361
-1756,-4444,7361
-1756,-4444,7361
-1756,-4444,7361
-1756,-4444,7361
-1756,-4444,7361
-1756,-4444,7361
-1778,-4506,7217
-1778,-4506,7217
-1778,-4506,7217
-1778,-4506,7217
