timestamp_ms,local_time,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src
1032629,2026-06-11T14:59:13,181.36,0,F,-16716.74,12956.83,47.70517,-122.506653,G
1033700,2026-06-11T14:59:14,195.28,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E
1034796,2026-06-11T14:59:15,196.54,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E
1035867,2026-06-11T14:59:16,197.16,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E
1036939,2026-06-11T14:59:17,197.86,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E
1038002,2026-06-11T14:59:18,205.56,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E
1039081,2026-06-11T14:59:19,199.53,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E
1040160,2026-06-11T14:59:20,175.93,0.139,F,-16716.74,12956.8,47.70529556,-122.50665283,E
1041248,2026-06-11T14:59:21,155.02,0.253,F,-16716.71,12956.59,47.70529175,-122.50665283,E
1042327,2026-06-11T14:59:22,158.65,0.331,F,-16716.51,12956.29,47.70528793,-122.5066452,E
1043406,2026-06-11T14:59:24,159,0.397,F,-16716.32,12955.92,47.70528412,-122.5066452,E
1044475,2026-06-11T14:59:25,156.46,0.456,F,-16716.12,12955.5,47.70528412,-122.5066452,E
1045553,2026-06-11T14:59:26,157.57,0.518,F,-16715.91,12955.02,47.70527649,-122.50663757,E
1046623,2026-06-11T14:59:27,160.26,0.584,F,-16715.7,12954.48,47.70527267,-122.50663757,E
1047704,2026-06-11T14:59:28,163.74,0.658,F,-16715.49,12953.85,47.70526886,-122.50663757,E
1048773,2026-06-11T14:59:29,163.7,0.701,F,-16715.28,12953.14,47.70526123,-122.50662994,E
1049860,2026-06-11T14:59:30,162.65,0.738,F,-16715.06,12952.39,47.7052536,-122.50662994,E
1050886,2026-06-11T14:59:31,163.58,0.765,F,-16714.85,12951.67,47.70524597,-122.50662231,E
1051966,2026-06-11T14:59:32,167.26,0.786,F,-16714.64,12950.85,47.70524216,-122.50662231,E
1053035,2026-06-11T14:59:33,162.12,0.802,F,-16714.43,12950.02,47.70523453,-122.50662231,E
1054114,2026-06-11T14:59:34,160.77,0.822,F,-16714.19,12949.18,47.7052269,-122.50661469,E
1055183,2026-06-11T14:59:35,164.59,0.824,F,-16713.98,12948.34,47.70521927,-122.50661469,E
1056184,2026-06-11T14:59:36,167.23,0.823,F,-16713.78,12947.55,47.70521164,-122.50661469,E
1057246,2026-06-11T14:59:37,166.75,0.83,F,-16713.57,12946.71,47.70520401,-122.50660706,E
1058325,2026-06-11T14:59:38,166.48,0.819,F,-16713.36,12945.86,47.70519638,-122.50660706,E
1059403,2026-06-11T14:59:40,163.6,0.831,F,-16713.15,12945.01,47.70518875,-122.50660706,E
1060481,2026-06-11T14:59:41,157.84,0.853,F,-16712.87,12944.16,47.70518112,-122.50659943,E
1061560,2026-06-11T14:59:42,162.51,0.866,F,-16712.51,12943.3,47.70517349,-122.5065918,E
1062639,2026-06-11T14:59:43,164.41,0.875,F,-16712.3,12942.37,47.70516586,-122.5065918,E
1063711,2026-06-11T14:59:44,158.29,0.882,F,-16711.98,12941.48,47.70515442,-122.50658417,E
1064790,2026-06-11T14:59:45,160.86,0.897,F,-16711.58,12940.59,47.70514679,-122.50658417,E
1065876,2026-06-11T14:59:46,163.77,0.896,F,-16711.36,12939.64,47.70513916,-122.50657654,E
1066947,2026-06-11T14:59:47,163.77,0.898,F,-16711.15,12938.7,47.70513153,-122.50657654,E
1068019,2026-06-11T14:59:48,163.32,0.91,F,-16710.94,12937.76,47.7051239,-122.50657654,E
1069097,2026-06-11T14:59:49,164.41,0.906,F,-16710.72,12936.81,47.70511246,-122.50656891,E
1070168,2026-06-11T14:59:50,164.3,0.925,F,-16710.51,12935.87,47.70510483,-122.50656891,E
1071247,2026-06-11T14:59:51,166.7,0.928,F,-16710.3,12934.92,47.7050972,-122.50656891,E
1072325,2026-06-11T14:59:52,169.76,0.918,F,-16710.09,12933.96,47.70508957,-122.50656128,E
1073403,2026-06-11T14:59:54,169.2,0.923,F,-16709.89,12933.01,47.70508194,-122.50656128,E
1074482,2026-06-11T14:59:55,164.24,0.916,F,-16709.67,12932.05,47.7050705,-122.50655365,E
1075552,2026-06-11T14:59:56,163.95,0.901,F,-16709.46,12931.12,47.70506287,-122.50655365,E
1076622,2026-06-11T14:59:57,164.82,0.913,F,-16709.25,12930.18,47.70505524,-122.50655365,E
1077694,2026-06-11T14:59:58,164.39,0.91,F,-16709.04,12929.23,47.70504761,-122.50654602,E
1078783,2026-06-11T14:59:59,167.25,0.922,F,-16708.82,12928.27,47.70503616,-122.50654602,E
1079861,2026-06-11T15:00:00,170.5,0.935,F,-16708.62,12927.32,47.70502853,-122.50654602,E
1080936,2026-06-11T15:00:01,171.64,0.935,F,-16708.44,12926.34,47.7050209,-122.50653839,E
1082006,2026-06-11T15:00:02,169.15,0.947,F,-16708.24,12925.35,47.70501328,-122.50653839,E
