mx,my,mz
1775,4461,3172
1775,4461,3172
2492,4426,3323
4419,4479,4835
4419,4479,4835
4995,4027,6472
4907,4008,5843
4757,4118,5362
4757,4118,5362
3639,4654,4103
3639,4654,3929
2266,5101,3665
2564,5000,3691
2993,4871,3762
3439,4639,3869
4622,4314,5208
4622,4314,5208
4764,4557,6098
4764,4557,6098
4752,4598,6017
4427,5017,6030
4046,5125,7655
4182,4827,7727
4424,4769,7373
4270,4888,5318
4245,4829,5142
3693,5058,8106
3322,4972,8549
2922,4809,8888
2334,4605,9227
1662,4409,9455
1662,4409,9455
1074,4210,9514
818,4095,9485
914,4086,9523
1268,4111,9525
1268,4111,9525
1796,4156,9488
2279,4109,9439
2922,3996,9249
3284,4005,9089
3284,4005,9089
5013,3497,6598
5023,3312,5873
5023,3312,5873
4939,3122,5425
4764,3151,5018
4662,3245,4739
4501,3266,4566
4444,3310,4415
4399,3295,4354
4464,3155,4440
4466,3089,4447
4462,3077,4495
4559,3085,4617
4703,3033,4872
3695,2392,8723
4041,2380,8475
4901,2339,5669
4762,2273,5262
4599,2156,4995
4446,2068,4753
4323,1975,4585
4323,1975,4585
4274,3466,8320
3713,3642,8794
4206,2979,4072
4102,3453,4056
3884,3001,3779
3880,2376,3908
4384,4895,7129
3525,5601,7477
4062,5208,5201
3529,5679,5217
2498,6131,5219
2498,6131,5219
1696,6374,5449
1048,6380,5518
383,6246,5482
104,6121,5574
248,6196,5553
790,6324,5428
790,6324,5428
1470,6379,5302
2171,6281,5364
2171,6281,5364
3189,5985,5696
4988,3654,6807
4988,3654,6807
5013,3006,7074
4714,2313,7609
4379,2208,8189
2731,4358,9187
4008,5075,7597
4525,4708,7027
4903,4093,6521
4903,4093,6521
5031,3589,6139
3978,4780,4530
4090,4960,4911
4286,5031,5465
4503,4944,6035
4685,4669,6504
4685,4669,6504
4685,4669,6504
4816,4273,7004
3616,5767,6345
3427,5894,6601
3164,5961,6878
3188,5897,7058
3188,5897,7058
4405,4905,7289
4638,4477,7176
4911,4043,7002
4911,4043,7002
5029,3673,6781
5090,3303,6609
5090,3303,6609
5116,3045,6445
5074,2777,6334
5084,2693,6284
5046,2488,6248
5046,2488,6248
5014,2273,6407
4959,2243,6463
4986,2286,6503
4986,2286,6503
5001,2351,6593
4996,2481,6562
5042,2704,6521
5089,2989,6567
5089,2989,6567
5114,3263,6586
5070,3469,6536
5067,3699,6583
5052,3754,6626
5021,3736,6555
5086,3328,6489
5101,3079,6474
5054,2617,6592
5019,2500,6625
4925,2376,6729
4951,2314,6756
4918,2297,6806
4918,2405,6861
4918,2405,6861
5011,2660,6876
5005,2915,6826
5045,3098,6752
5045,3098,6752
5012,3262,6848
3934,2444,8734
3639,2397,8916
3461,2313,8932
3514,2336,8886
3692,2315,8732
3911,2353,8533
4921,2992,5398
4717,2267,5241
4740,2289,5390
4727,2299,5436
4859,2373,5515
4873,2510,5700
4946,2550,5818
4947,2620,6138
4766,2036,6937
4692,1979,7067
4643,1993,7197
4689,2024,7198
4856,3902,7294
4756,3968,7506
4756,3968,7506
4596,4034,7698
4529,4078,7892
4436,4115,8012
4436,4115,8012
4288,4075,8213
4103,4006,8532
3823,3822,8865
3823,3822,9162
3449,3637,9162
3449,3637,9162
3218,3593,9285
3218,3593,9285
3239,3578,9337
2356,1178,8914
2296,1415,9068
2522,1375,8988
2522,1375,8988
-639,1497,8497
-1226,1878,8161
-1342,2086,8179
-1113,1801,8355
-451,1358,8628
-872,3489,8799
-1384,3444,8309
4172,1587,7954
3689,1692,8684
2990,1895,9160
2249,2336,9528
1451,2667,9616
3526,738,7790
3945,600,6710
3945,600,6067
3989,632,6067
1581,3987,9520
1108,3960,9495
1033,3839,9472
1078,3787,9501
1122,3761,9503
1185,3722,9526
1165,3728,9546
972,3795,9477
-1097,4018,8639
-780,3916,8942
-1482,2860,8465
-1159,2714,8729
-845,2688,9007
-1667,3017,8017
-1826,2769,7794
-1827,2733,7669
-1875,2668,7576
-1921,2578,7570
-1932,2542,7481
-1908,2409,7480
-1845,2231,7460
-1780,1953,7373
-1749,1790,7197
581,3924,9557
-278,4144,9138
-1193,4777,7857
-926,4655,8381
-576,4346,8861
-88,4123,9320
558,3898,9657
157,3713,9394
-393,3661,9143
-796,3577,8928
124,3490,9415
-603,3545,9053
-1979,3212,5687
-1470,2890,4561
-1822,4080,5762
-284,2776,3565
201,2568,3347
460,2371,3314
339,2234,3405
-116,2077,3648
-737,1995,4036
-737,1995,4036
-1336,2013,4705
-1881,2420,5614
-1917,2549,7108
-1989,2306,6156
-1781,2127,5400
-1781,2127,5400
-1436,1954,4758
-965,1905,4216
-449,1868,3869
-449,1868,3869
118,1887,3608
550,1879,3425
836,1883,3382
827,1889,3381
670,1838,3399
669,1875,3372
694,1916,3373
785,1891,3336
300,3470,3340
31,2880,3414
33,2257,3504
98,1863,3603
212,1588,3683
212,1588,3683
372,1373,3716
492,1098,3912
492,1098,3912
487,772,4167
529,533,4389
645,3476,3120
866,3596,3176
1055,3685,3116
-1772,4108,5494
-1956,3828,7120
-1956,3828,7120
-1383,3183,8552
-93,5993,5687
435,5947,5025
588,5792,4694
2487,4590,3616
2647,4243,3500
2775,4080,3465
2775,4080,3465
2816,3855,3468
2587,3825,3373
2320,3794,3318
2681,3649,3386
2873,3527,3429
3041,3326,3475
3204,3144,3497
3252,2923,3547
3293,2763,3555
3281,2625,3568
3298,2410,3605
711,721,4016
929,774,3956
1172,852,3854
1248,929,3779
1337,1049,3673
1453,1142,3653
1478,1190,3564
1529,1314,3515
1613,1382,3477
1613,1503,3457
1638,1503,3457
1624,1630,3398
-83,4868,4203
4277,2571,4516
4427,2377,4554
4434,2313,4698
4395,2179,4709
4301,2021,4695
4257,1852,4745
4222,1786,4723
4253,1756,4714
4245,1700,4755
4315,1617,4951
-1995,2882,5357
-1846,2412,4941
-1668,2265,4734
-1475,2066,4613
-1359,2079,4466
-1520,2280,4557
-1732,3383,4865
-1803,4333,5926
-1849,4363,6217
-1709,3348,4894
-1716,3210,4901
-1743,3162,4884
-1753,3006,4909
-1794,2980,4895
-1747,2832,4928
-1746,2763,4905
-1741,2625,4873
-1660,2494,4812
-1644,2488,4803
-1674,2504,4767
-1584,2416,4689
-1532,2206,4707
-1444,2101,4682
-1431,2013,4648
-1141,2443,4038
-1079,2483,3971
-1001,2557,3917
-918,2789,3871
-894,2910,3790
-846,3046,3803
-780,3061,3788
-845,3158,3787
-851,3256,3820
-854,3313,3845
-842,3409,3830
-842,3409,3830
-835,3471,3889
-856,3577,3913
-856,3577,3913
-839,3673,3945
-818,3722,3938
-801,3809,3964
-816,3813,3941
703,3042,3091
394,3070,3153
213,3117,3178
-29,3151,3332
506,5718,4598
813,5849,4712
1032,5854,4637
4833,2519,7158
4395,2943,8321
3710,3291,8913
3204,3873,8383
4053,3873,8383
4658,3377,7657
3688,2341,3978
1939,3875,3299
1456,4270,3451
967,4596,3585
293,4825,3844
6,4909,4027
-167,4894,4168
-489,4717,4195
3235,4919,4288
3014,5182,4494
2697,5414,4663
-830,829,7997
-592,518,7915
-768,542,5322
-30,1313,3849
2381,4400,3557
3269,5023,4363
-1344,4761,5175
-1025,4252,4348
-1939,3836,5629
-1907,3759,5274
-1943,3647,5348
-2081,3520,5660
-2159,3589,5969
-1984,1844,6656
-1984,2280,6115
-2162,2401,6497
-2037,2007,6715
-1903,1680,6675
-675,2962,9197
-126,2619,9553
275,2348,9592
547,1996,9686
547,1996,9686
765,1776,9669
882,5673,4437
-2042,4186,6747
-2103,4101,6714
-2104,4064,6763
-2112,3882,6963
-2168,3786,6817
-871,1315,4608
-627,1144,4533
-363,900,4489
-203,941,4305
136,1009,4023
-997,4523,8493
-1261,4282,8365
-1463,4249,8055
