timestamp_ms,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src
818710,172.03,1.209,G,-9611.51,25918.41,47.73282623,-122.62779999,E
819746,174.07,1.224,G,-9611.37,25917.15,47.73281479,-122.62779999,E
820786,176.07,1.348,G,-9611.27,25915.78,47.73280334,-122.62779999,E
821825,172.24,1.358,G,-9611.16,25914.33,47.73279190,-122.62779999,E
822862,169.02,1.358,G,-9611.01,25912.88,47.73277664,-122.62779236,E
823897,170.90,1.394,G,-9610.83,25911.42,47.73276520,-122.62779236,E
824940,170.36,1.512,G,-9610.58,25909.89,47.73274994,-122.62779236,E
825995,172.18,1.523,G,-9610.33,25908.24,47.73273849,-122.62778473,E
827039,174.57,1.584,G,-9610.15,25906.63,47.73272324,-122.62778473,E
828076,172.73,1.471,G,-9609.92,25905.01,47.73270798,-122.62777710,E
829118,171.40,1.235,G,-9609.67,25903.57,47.73269653,-122.62777710,E
830160,173.40,1.276,G,-9609.47,25902.30,47.73268509,-122.62777710,E
831196,171.95,1.302,G,-9609.23,25901.02,47.73266983,-122.62776947,E
832231,173.75,1.415,G,-9609.02,25899.66,47.73265839,-122.62776947,E
833271,168.23,1.507,G,-9608.85,25898.18,47.73264694,-122.62776947,E
834313,169.27,1.446,G,-9608.62,25896.69,47.73263168,-122.62776184,E
835348,171.40,1.394,G,-9608.46,25895.22,47.73262024,-122.62776184,E
836386,173.30,2.058,G,-9608.25,25893.50,47.73260498,-122.62775421,E
837419,175.73,1.384,G,-9608.09,25891.64,47.73258591,-122.62775421,E
838456,167.12,1.512,G,-9607.88,25890.17,47.73257446,-122.62775421,E
839502,173.35,1.250,G,-9607.55,25888.77,47.73256302,-122.62774658,E
840545,174.17,1.672,G,-9607.36,25887.33,47.73254776,-122.62774658,E
841591,172.55,1.307,G,-9607.12,25885.86,47.73253632,-122.62774658,E
842628,171.55,1.163,G,-9606.89,25884.68,47.73252487,-122.62773895,E
843660,172.72,1.168,G,-9606.69,25883.49,47.73251343,-122.62773895,E
844695,171.29,1.358,G,-9606.51,25882.12,47.73250198,-122.62773132,E
845740,165.46,1.116,G,-9606.31,25880.86,47.73249054,-122.62773132,E
846774,168.60,1.487,G,-9606.06,25879.44,47.73247910,-122.62773132,E
847811,170.24,1.646,G,-9605.86,25877.80,47.73246384,-122.62772369,E
848836,170.83,1.415,G,-9605.66,25876.33,47.73244858,-122.62772369,E
849872,174.05,1.610,G,-9605.41,25874.69,47.73243713,-122.62772369,E
850914,181.73,1.523,G,-9605.37,25873.29,47.73242188,-122.62771606,E
851950,172.79,1.888,G,-9605.17,25871.71,47.73240662,-122.62771606,E
852989,176.09,1.759,G,-9604.98,25869.74,47.73239136,-122.62771606,E
854031,163.84,1.641,G,-9604.75,25867.93,47.73237610,-122.62770844,E
855074,154.61,1.641,G,-9604.17,25866.28,47.73236084,-122.62770081,E
856113,162.80,2.145,G,-9603.62,25864.55,47.73234558,-122.62769318,E
857153,168.96,1.523,G,-9603.17,25862.48,47.73232651,-122.62769318,E
858196,166.35,1.574,G,-9602.83,25860.94,47.73231125,-122.62768555,E
859243,168.72,1.271,G,-9602.40,25859.43,47.73229980,-122.62767792,E
860293,167.76,1.651,G,-9602.09,25858.08,47.73228455,-122.62767792,E
861360,169.12,1.471,G,-9601.82,25856.45,47.73227310,-122.62767029,E
862399,171.74,1.888,G,-9601.57,25854.72,47.73225403,-122.62767029,E
863442,166.61,1.451,G,-9601.29,25853.01,47.73223877,-122.62766266,E
864475,166.01,1.224,G,-9600.96,25851.64,47.73222733,-122.62766266,E
865518,168.39,1.322,G,-9600.70,25850.36,47.73221588,-122.62765503,E
866557,167.84,1.451,G,-9600.43,25848.94,47.73220444,-122.62765503,E
867604,174.75,1.682,G,-9600.14,25847.32,47.73218918,-122.62764740,E
868638,173.70,1.055,G,-9599.96,25846.03,47.73217773,-122.62764740,E
869682,172.99,1.389,G,-9599.76,25844.68,47.73216629,-122.62764740,E
870721,173.84,1.399,G,-9599.54,25843.22,47.73215103,-122.62763977,E
871759,172.23,1.631,G,-9599.29,25841.60,47.73213959,-122.62763977,E
872797,169.76,1.507,G,-9599.04,25840.07,47.73212433,-122.62763214,E
873830,165.72,1.512,G,-9598.74,25838.59,47.73210907,-122.62763214,E
874875,168.31,1.533,G,-9598.45,25836.98,47.73209763,-122.62762451,E
875928,166.65,1.610,G,-9598.11,25835.18,47.73207855,-122.62762451,E
876977,170.07,1.816,G,-9597.79,25833.51,47.73206711,-122.62761688,E
878021,169.79,1.631,G,-9597.50,25831.66,47.73204803,-122.62761688,E
879067,171.85,1.353,G,-9597.29,25830.02,47.73203278,-122.62760925,E
880116,173.63,1.641,G,-9597.08,25828.59,47.73202133,-122.62760925,E
881163,175.83,1.399,G,-9596.89,25826.97,47.73200607,-122.62760925,E
882218,209.14,1.435,G,-9597.03,25825.51,47.73199463,-122.62760925,E
883259,242.85,1.374,G,-9598.22,25824.72,47.73198700,-122.62762451,E
884301,243.60,1.085,G,-9599.36,25824.06,47.73197937,-122.62763977,E
885340,242.76,1.533,G,-9600.45,25823.52,47.73197556,-122.62765503,E
886383,235.51,1.698,G,-9601.89,25822.72,47.73196793,-122.62767029,E
887418,236.88,1.620,G,-9603.35,25821.83,47.73196030,-122.62769318,E
888456,228.54,1.590,G,-9604.70,25820.86,47.73195267,-122.62770844,E
889493,231.29,1.399,G,-9605.89,25819.91,47.73194504,-122.62772369,E
890537,237.12,1.554,G,-9607.10,25818.97,47.73193359,-122.62773895,E
891592,243.38,1.435,G,-9608.43,25818.14,47.73192596,-122.62776184,E
892638,243.84,1.168,G,-9609.58,25817.51,47.73192215,-122.62777710,E
893676,247.02,1.482,G,-9610.91,25816.94,47.73191452,-122.62779236,E
894726,252.21,1.466,G,-9612.38,25816.45,47.73191071,-122.62781525,E
895770,260.01,1.271,G,-9613.74,25816.19,47.73191071,-122.62783051,E
896811,266.72,1.507,G,-9615.27,25816.00,47.73190689,-122.62785339,E
897862,269.58,1.610,G,-9616.94,25815.94,47.73190689,-122.62787628,E
898898,272.31,1.605,G,-9618.59,25815.89,47.73190689,-122.62789917,E
899946,273.37,1.461,G,-9620.11,25815.87,47.73190689,-122.62791443,E
900992,271.61,1.502,G,-9621.75,25815.84,47.73190689,-122.62793732,E
902035,273.25,1.471,G,-9623.31,25815.88,47.73190689,-122.62796021,E
903070,275.85,1.204,G,-9624.79,25815.99,47.73190689,-122.62797546,E
904111,269.55,1.368,G,-9626.08,25816.10,47.73191071,-122.62799835,E
905162,267.83,1.430,G,-9627.50,25816.13,47.73191071,-122.62801361,E
906197,268.57,1.512,G,-9628.99,25816.13,47.73191071,-122.62803650,E
907234,265.93,1.430,G,-9630.52,25816.04,47.73190689,-122.62805176,E
908282,273.71,1.224,G,-9631.95,25815.99,47.73190689,-122.62807465,E
909331,274.72,1.157,G,-9633.22,25816.02,47.73190689,-122.62808990,E
910387,273.90,0.983,G,-9634.39,25816.08,47.73190689,-122.62810516,E
911431,277.06,0.998,G,-9635.41,25816.15,47.73191071,-122.62812042,E
912483,270.44,0.957,G,-9636.44,25816.17,47.73191071,-122.62813568,E
913516,273.26,0.998,G,-9637.45,25816.23,47.73191071,-122.62814331,E
914563,270.86,1.389,G,-9638.74,25816.29,47.73191071,-122.62816620,E
915610,268.49,1.240,G,-9640.12,25816.29,47.73191071,-122.62818146,E
916656,264.00,1.214,G,-9641.42,25816.24,47.73191071,-122.62819672,E
917698,277.46,1.528,G,-9642.92,25816.22,47.73191071,-122.62821960,E
918734,267.90,1.199,G,-9644.20,25816.31,47.73191071,-122.62823486,E
919776,266.26,1.188,G,-9645.41,25816.24,47.73191071,-122.62825012,E
920831,262.76,1.425,G,-9646.81,25816.10,47.73191071,-122.62827301,E
921895,263.76,1.579,G,-9648.45,25815.79,47.73190689,-122.62829590,E
922939,263.97,1.533,G,-9650.04,25815.57,47.73190308,-122.62831116,E
923980,264.75,1.420,G,-9651.52,25815.39,47.73190308,-122.62833405,E
925024,264.69,1.420,G,-9653.01,25815.28,47.73190308,-122.62834930,E
926073,267.30,1.559,G,-9654.46,25815.21,47.73189926,-122.62837219,E
927113,265.73,1.703,G,-9656.10,25815.10,47.73189926,-122.62839508,E
928148,265.15,1.564,G,-9657.83,25815.05,47.73189926,-122.62841797,E
929194,265.25,1.512,G,-9659.47,25814.92,47.73189926,-122.62844086,E
930238,267.50,1.538,G,-9661.04,25814.79,47.73189545,-122.62845612,E
931282,256.66,1.363,G,-9662.56,25814.53,47.73189545,-122.62847900,E
932333,264.33,1.358,G,-9663.97,25814.23,47.73189163,-122.62850189,E
933394,272.50,1.595,G,-9665.50,25814.22,47.73189163,-122.62851715,E
934438,270.37,1.595,G,-9667.16,25814.28,47.73189163,-122.62854004,E
935478,265.86,1.873,G,-9668.88,25814.24,47.73189163,-122.62856293,E
936529,263.50,1.548,G,-9670.62,25814.10,47.73189163,-122.62858582,E
937572,262.05,1.631,G,-9672.27,25813.94,47.73188782,-122.62860870,E
938619,261.70,1.718,G,-9674.01,25813.73,47.73188782,-122.62863159,E
939668,265.18,1.523,G,-9675.65,25813.54,47.73188782,-122.62865448,E
940707,264.17,1.667,G,-9677.30,25813.29,47.73188400,-122.62867737,E
941747,270.16,1.600,G,-9678.98,25813.14,47.73188400,-122.62870026,E
942799,269.71,1.682,G,-9680.73,25813.08,47.73188019,-122.62872314,E
943852,266.04,1.816,G,-9682.60,25813.05,47.73188019,-122.62874603,E
944902,264.78,1.456,G,-9684.15,25812.94,47.73188019,-122.62876892,E
945945,265.19,1.605,G,-9685.85,25812.76,47.73188019,-122.62879181,E
946984,264.70,1.620,G,-9687.51,25812.59,47.73187637,-122.62881470,E
948031,261.27,1.456,G,-9689.17,25812.43,47.73187637,-122.62883759,E
949065,256.72,1.687,G,-9690.67,25812.06,47.73187256,-122.62885284,E
950111,258.48,1.687,G,-9692.36,25811.57,47.73186874,-122.62887573,E
951150,264.29,1.620,G,-9694.23,25811.27,47.73186493,-122.62889862,E
952198,256.62,1.600,G,-9695.89,25810.95,47.73186111,-122.62892151,E
953232,239.36,1.811,G,-9697.50,25810.38,47.73185730,-122.62894440,E
954278,231.36,1.497,G,-9699.02,25809.44,47.73184967,-122.62896729,E
955326,228.95,1.641,G,-9700.27,25808.45,47.73184204,-122.62898254,E
956371,214.75,1.404,G,-9701.33,25807.26,47.73183060,-122.62899780,E
957409,215.82,1.749,G,-9702.19,25805.88,47.73181534,-122.62900543,E
958468,210.79,1.590,G,-9703.15,25804.40,47.73180389,-122.62902069,E
959516,186.96,1.497,G,-9703.68,25802.91,47.73178864,-122.62902832,E
960572,171.86,1.662,G,-9703.59,25801.28,47.73177719,-122.62902832,E
961614,170.82,1.837,G,-9703.39,25799.48,47.73175812,-122.62902069,E
962661,170.64,1.543,G,-9703.25,25797.75,47.73174286,-122.62902069,E
963706,170.82,1.358,G,-9703.03,25796.24,47.73173141,-122.62902069,E
964745,168.72,1.255,G,-9702.82,25794.92,47.73171997,-122.62901306,E
965797,173.01,1.682,G,-9702.57,25793.40,47.73170471,-122.62901306,E
966831,173.12,1.693,G,-9702.34,25791.70,47.73168945,-122.62900543,E
967877,175.46,1.662,G,-9702.13,25790.02,47.73167419,-122.62900543,E
968911,177.45,1.466,G,-9701.98,25788.54,47.73166275,-122.62900543,E
969964,172.99,1.456,G,-9701.78,25787.05,47.73164749,-122.62899780,E
971018,172.14,1.343,G,-9701.61,25785.85,47.73163605,-122.62899780,E
972062,170.26,1.358,G,-9701.47,25784.39,47.73162460,-122.62899780,E
973120,168.78,1.466,G,-9701.24,25782.92,47.73160934,-122.62899780,E
974163,167.85,1.410,G,-9701.00,25781.44,47.73159790,-122.62899017,E
975209,172.92,1.554,G,-9700.75,25779.96,47.73158264,-122.62899017,E
976252,177.16,1.307,G,-9700.62,25778.41,47.73157120,-122.62898254,E
977302,175.49,1.338,G,-9700.49,25777.04,47.73155975,-122.62898254,E
978343,176.11,1.276,G,-9700.36,25775.67,47.73154449,-122.62898254,E
979386,176.26,1.687,G,-9700.26,25774.20,47.73153305,-122.62898254,E
980445,172.15,1.348,G,-9700.09,25772.52,47.73151779,-122.62898254,E
981484,170.46,1.322,G,-9699.89,25771.18,47.73150635,-122.62897491,E
982551,168.45,1.708,G,-9699.63,25769.55,47.73149109,-122.62897491,E
983588,169.99,1.564,G,-9699.35,25767.85,47.73147583,-122.62896729,E
984629,174.04,1.502,G,-9699.06,25766.30,47.73146057,-122.62896729,E
985671,189.06,1.816,G,-9699.08,25764.62,47.73144531,-122.62896729,E
986719,208.47,1.343,G,-9699.53,25763.15,47.73143387,-122.62897491,E
987749,213.72,1.512,G,-9700.29,25761.82,47.73142242,-122.62898254,E
988792,222.11,1.219,G,-9701.11,25760.80,47.73141098,-122.62899017,E
989828,234.48,0.957,G,-9701.90,25760.13,47.73140717,-122.62900543,E
990866,240.38,1.250,G,-9702.95,25759.56,47.73139954,-122.62902069,E
991900,241.19,1.348,G,-9704.19,25758.95,47.73139572,-122.62903595,E
992938,245.35,1.281,G,-9705.46,25758.37,47.73139191,-122.62905121,E
993978,246.53,1.327,G,-9706.70,25757.88,47.73138428,-122.62906647,E
995023,249.06,1.327,G,-9707.99,25757.37,47.73138046,-122.62908173,E
996070,252.11,1.173,G,-9709.30,25756.89,47.73137665,-122.62910461,E
997113,252.44,1.286,G,-9710.46,25756.47,47.73137283,-122.62911987,E
998157,251.17,0.993,G,-9711.66,25756.01,47.73136902,-122.62913513,E
999199,250.06,1.173,G,-9712.68,25755.64,47.73136520,-122.62914276,E
1000248,242.91,1.471,G,-9713.81,25755.09,47.73136139,-122.62915802,E
1001292,243.11,1.019,G,-9715.03,25754.48,47.73135376,-122.62918091,E
1002341,257.05,0.988,G,-9716.04,25754.16,47.73135376,-122.62918854,E
1003383,247.58,1.183,G,-9717.14,25753.88,47.73134995,-122.62920380,E
1004425,245.43,1.281,G,-9718.31,25753.41,47.73134613,-122.62921906,E
1005474,251.08,1.163,G,-9719.54,25752.98,47.73134232,-122.62923431,E
1006513,251.56,1.415,G,-9720.82,25752.57,47.73133850,-122.62925720,E
1007545,251.36,1.657,G,-9722.36,25752.11,47.73133469,-122.62927246,E
1008588,247.45,1.682,G,-9723.99,25751.49,47.73132706,-122.62929535,E
1009624,244.23,1.636,G,-9725.56,25750.79,47.73132324,-122.62931824,E
1010665,249.91,1.518,G,-9727.09,25750.20,47.73131561,-122.62934113,E
1011697,253.22,1.435,G,-9728.51,25749.71,47.73131180,-122.62935638,E
1012723,251.10,1.518,G,-9729.93,25749.13,47.73130798,-122.62937927,E
1013751,258.08,1.482,G,-9731.40,25748.65,47.73130417,-122.62939453,E
1014786,260.07,1.579,G,-9732.97,25748.34,47.73130035,-122.62941742,E
1015819,259.62,1.744,G,-9734.66,25748.00,47.73129654,-122.62944031,E
1016856,262.53,1.703,G,-9736.41,25747.72,47.73129654,-122.62946320,E
1017906,266.62,1.548,G,-9738.24,25747.60,47.73129272,-122.62948608,E
1018943,264.99,1.548,G,-9739.81,25747.46,47.73129272,-122.62950897,E
1019985,269.11,1.451,G,-9741.31,25747.46,47.73129272,-122.62952423,E
1021037,273.77,1.672,G,-9742.97,25747.52,47.73129272,-122.62954712,E
1022072,277.45,1.626,G,-9744.70,25747.71,47.73129272,-122.62957001,E
1023111,284.12,1.605,G,-9746.36,25747.91,47.73129654,-122.62959290,E
1024163,286.01,1.487,G,-9747.99,25748.29,47.73130035,-122.62961578,E
1025209,281.92,1.687,G,-9749.53,25748.59,47.73130417,-122.62963867,E
1026252,282.22,1.497,G,-9751.19,25748.91,47.73130417,-122.62966156,E
1027282,278.89,1.528,G,-9752.71,25749.24,47.73130798,-122.62967682,E
1028320,283.59,1.476,G,-9754.24,25749.59,47.73131180,-122.62969971,E
1029355,285.64,1.569,G,-9755.74,25750.04,47.73131561,-122.62972260,E
1030417,287.00,1.729,G,-9757.35,25750.61,47.73131943,-122.62973785,E
1031457,288.61,1.528,G,-9758.94,25751.18,47.73132706,-122.62976074,E
1032493,293.92,1.435,G,-9760.36,25751.76,47.73133087,-122.62978363,E
1033535,293.63,1.651,G,-9761.87,25752.35,47.73133469,-122.62979889,E
1034572,293.21,1.379,G,-9763.31,25752.88,47.73134232,-122.62982178,E
1035605,285.74,1.543,G,-9764.73,25753.36,47.73134613,-122.62983704,E
1036635,282.25,1.415,G,-9766.18,25753.75,47.73134995,-122.62985992,E
1037682,254.69,1.255,G,-9767.53,25753.81,47.73134995,-122.62987518,E
1038723,246.39,1.327,G,-9768.81,25753.38,47.73134613,-122.62989044,E
1039757,246.69,1.271,G,-9770.03,25752.87,47.73134232,-122.62990570,E
1040794,246.94,1.497,G,-9771.38,25752.35,47.73133469,-122.62992859,E
1041834,255.37,1.682,G,-9773.01,25751.80,47.73133087,-122.62995148,E
1042882,249.66,1.713,G,-9774.67,25751.13,47.73132706,-122.62997437,E
1043928,252.76,1.693,G,-9776.34,25750.54,47.73131943,-122.62998962,E
1044969,245.91,1.605,G,-9777.91,25749.96,47.73131561,-122.63001251,E
1046017,247.89,1.281,G,-9779.44,25749.33,47.73130798,-122.63003540,E
1047060,253.51,1.008,G,-9780.66,25748.90,47.73130417,-122.63005066,E
1048108,265.66,1.111,G,-9781.71,25748.72,47.73130417,-122.63006592,E
1049155,268.64,1.687,G,-9782.99,25748.72,47.73130417,-122.63008118,E
1050198,269.81,1.600,G,-9784.74,25748.63,47.73130417,-122.63010406,E
1051235,269.95,1.883,G,-9786.47,25748.54,47.73130035,-122.63012695,E
1052277,266.15,1.615,G,-9788.32,25748.39,47.73130035,-122.63014984,E
1053329,267.91,1.456,G,-9789.93,25748.28,47.73130035,-122.63017273,E
1054373,267.23,1.785,G,-9791.58,25748.21,47.73130035,-122.63019562,E
1055426,264.93,1.821,G,-9793.45,25748.12,47.73129654,-122.63021851,E
1056476,260.77,1.909,G,-9795.38,25747.96,47.73129654,-122.63024902,E
1057511,259.28,1.559,G,-9797.13,25747.69,47.73129272,-122.63027191,E
1058557,267.38,1.806,G,-9798.89,25747.53,47.73129272,-122.63029480,E
1059600,271.21,1.502,G,-9800.56,25747.42,47.73129272,-122.63031769,E
1060643,268.94,1.590,G,-9802.16,25747.33,47.73129272,-122.63033295,E
1061684,267.94,1.538,G,-9803.76,25747.28,47.73128891,-122.63035583,E
1062723,261.65,1.626,G,-9805.41,25747.19,47.73128891,-122.63037872,E
1063758,259.48,1.461,G,-9806.93,25746.98,47.73128891,-122.63040161,E
1064801,259.29,1.646,G,-9808.58,25746.70,47.73128510,-122.63042450,E
1065836,263.24,1.451,G,-9810.14,25746.47,47.73128510,-122.63043976,E
1066889,268.73,1.672,G,-9811.88,25746.31,47.73128128,-122.63046265,E
1067929,269.22,1.574,G,-9813.54,25746.19,47.73128128,-122.63048553,E
1068973,269.74,1.584,G,-9815.18,25746.03,47.73128128,-122.63050842,E
1070011,257.78,1.584,G,-9816.82,25745.84,47.73127747,-122.63053131,E
1071062,251.89,1.744,G,-9818.51,25745.37,47.73127365,-122.63055420,E
1072099,243.28,1.620,G,-9820.19,25744.75,47.73126984,-122.63057709,E
1073154,247.97,1.924,G,-9821.81,25744.06,47.73126221,-122.63059998,E
1074205,265.99,1.610,G,-9823.71,25743.71,47.73125839,-122.63062286,E
1075253,270.42,1.595,G,-9825.38,25743.59,47.73125839,-122.63064575,E
1076305,269.76,1.703,G,-9827.09,25743.53,47.73125839,-122.63066864,E
1077348,264.62,1.487,G,-9828.77,25743.38,47.73125458,-122.63069153,E
1078394,261.16,1.528,G,-9830.32,25743.18,47.73125458,-122.63071442,E
1079436,260.97,1.379,G,-9831.81,25742.90,47.73125076,-122.63072968,E
1080491,263.37,1.713,G,-9833.34,25742.68,47.73125076,-122.63075256,E
1081532,261.50,1.677,G,-9835.10,25742.52,47.73124695,-122.63077545,E
1082567,258.47,1.574,G,-9836.76,25742.29,47.73124695,-122.63079834,E
1083602,259.11,1.533,G,-9838.34,25742.02,47.73124313,-122.63081360,E
1084646,260.62,1.605,G,-9839.96,25741.68,47.73123932,-122.63083649,E
1085688,258.69,1.801,G,-9841.69,25741.28,47.73123550,-122.63085938,E
1086729,252.93,1.512,G,-9843.26,25740.83,47.73123169,-122.63088226,E
1087772,268.73,1.461,G,-9844.75,25740.65,47.73123169,-122.63090515,E
1088811,269.84,1.533,G,-9846.32,25740.69,47.73123169,-122.63092041,E
1089867,264.46,1.564,G,-9847.99,25740.67,47.73123169,-122.63094330,E
1090916,267.00,1.543,G,-9849.60,25740.63,47.73123169,-122.63096619,E
1091955,265.94,1.729,G,-9851.37,25740.53,47.73123169,-122.63098907,E
1092997,268.47,1.615,G,-9853.13,25740.43,47.73122787,-122.63101196,E
1094037,272.08,1.548,G,-9854.78,25740.46,47.73122787,-122.63103485,E
1095078,268.15,1.548,G,-9856.37,25740.42,47.73122787,-122.63105774,E
1096137,269.99,1.657,G,-9858.13,25740.45,47.73122787,-122.63108063,E
1097173,269.49,1.538,G,-9859.83,25740.46,47.73122787,-122.63110352,E
1098226,267.24,1.708,G,-9861.48,25740.51,47.73123169,-122.63112640,E
1099270,269.02,1.595,G,-9863.21,25740.56,47.73123169,-122.63114929,E
1100313,275.19,1.729,G,-9864.88,25740.60,47.73123169,-122.63117218,E
1101365,279.43,1.569,G,-9866.63,25740.81,47.73123169,-122.63119507,E
1102411,284.14,1.615,G,-9868.27,25741.06,47.73123550,-122.63121796,E
1103468,280.06,1.687,G,-9869.98,25741.42,47.73123932,-122.63124084,E
1104500,277.83,1.523,G,-9871.62,25741.64,47.73123932,-122.63125610,E
1105546,283.05,1.641,G,-9873.21,25741.98,47.73124313,-122.63127899,E
1106592,290.17,1.476,G,-9874.76,25742.47,47.73124695,-122.63130188,E
1107634,290.23,1.584,G,-9876.27,25743.07,47.73125458,-122.63132477,E
1108678,292.74,1.646,G,-9877.83,25743.78,47.73125839,-122.63134003,E
1109732,297.09,1.523,G,-9879.32,25744.41,47.73126602,-122.63136292,E
1110781,303.79,1.759,G,-9880.86,25745.24,47.73127365,-122.63138580,E
1111823,298.34,1.646,G,-9882.39,25746.06,47.73128128,-122.63140106,E
1112863,299.65,1.646,G,-9883.88,25746.89,47.73128891,-122.63142395,E
1113910,297.37,1.600,G,-9885.35,25747.68,47.73129272,-122.63143921,E
1114950,297.05,1.693,G,-9886.90,25748.52,47.73130035,-122.63146210,E
1115984,293.73,1.636,G,-9888.47,25749.37,47.73130798,-122.63148499,E
1117039,298.03,1.693,G,-9890.01,25750.15,47.73131561,-122.63150787,E
1118079,303.57,1.734,G,-9891.56,25751.02,47.73132324,-122.63152313,E
1119124,303.35,1.626,G,-9893.10,25751.90,47.73133087,-122.63154602,E
1120180,301.06,1.682,G,-9894.58,25752.79,47.73133850,-122.63156128,E
1121223,288.56,1.584,G,-9896.13,25753.54,47.73134613,-122.63158417,E
1122274,274.03,1.440,G,-9897.69,25753.91,47.73134995,-122.63160706,E
1123312,262.62,1.867,G,-9899.35,25753.94,47.73134995,-122.63162994,E
1124368,255.25,1.687,G,-9901.21,25753.68,47.73134995,-122.63165283,E
1125410,246.00,1.780,G,-9902.85,25753.01,47.73134232,-122.63167572,E
1126453,224.65,1.626,G,-9904.21,25751.90,47.73133087,-122.63169098,E
1127494,217.27,1.471,G,-9905.17,25750.61,47.73131943,-122.63170624,E
1128542,210.98,1.893,G,-9906.11,25749.09,47.73130798,-122.63172150,E
1129586,209.33,1.533,G,-9906.99,25747.59,47.73129272,-122.63172913,E
1130626,209.79,1.507,G,-9907.77,25746.23,47.73128128,-122.63174438,E
1131671,200.96,1.348,G,-9908.43,25744.92,47.73126984,-122.63175201,E
1132705,202.80,1.543,G,-9909.09,25743.50,47.73125839,-122.63175964,E
1133753,205.44,1.811,G,-9909.90,25741.87,47.73124313,-122.63176727,E
1134786,210.10,1.440,G,-9910.65,25740.53,47.73123169,-122.63178253,E
1135843,213.87,1.559,G,-9911.52,25739.17,47.73121643,-122.63179016,E
1136882,214.80,1.476,G,-9912.31,25737.87,47.73120499,-122.63179779,E
1137935,216.58,1.657,G,-9913.28,25736.42,47.73119354,-122.63181305,E
1138979,213.52,1.353,G,-9914.17,25735.14,47.73118210,-122.63182831,E
1140035,213.36,1.353,G,-9914.94,25733.93,47.73117065,-122.63183594,E
1141083,213.25,1.559,G,-9915.71,25732.74,47.73115921,-122.63184357,E
1142122,211.99,1.533,G,-9916.60,25731.40,47.73114777,-122.63185883,E
1143167,211.08,1.559,G,-9917.48,25730.05,47.73113632,-122.63186646,E
1144209,212.62,1.667,G,-9918.39,25728.68,47.73112488,-122.63188171,E
1145256,215.08,1.636,G,-9919.36,25727.21,47.73110962,-122.63189697,E
1146290,215.02,1.620,G,-9920.27,25725.80,47.73109818,-122.63190460,E
1147332,216.85,1.564,G,-9921.16,25724.40,47.73108673,-122.63191986,E
1148369,216.64,1.579,G,-9922.11,25723.10,47.73107529,-122.63192749,E
1149412,214.99,1.677,G,-9923.10,25721.72,47.73106003,-122.63194275,E
1150464,211.76,1.662,G,-9923.98,25720.21,47.73104858,-122.63195801,E
1151505,208.42,1.620,G,-9924.89,25718.77,47.73103333,-122.63196564,E
1152558,210.95,1.590,G,-9925.80,25717.35,47.73102188,-122.63198090,E
1153597,213.76,1.579,G,-9926.72,25715.99,47.73101044,-122.63199615,E
1154649,217.58,1.564,G,-9927.70,25714.70,47.73099899,-122.63200378,E
1155703,216.81,1.595,G,-9928.67,25713.33,47.73098755,-122.63201904,E
1156753,216.39,1.590,G,-9929.69,25712.02,47.73097229,-122.63203430,E
1157802,208.12,1.533,G,-9930.51,25710.61,47.73096085,-122.63204193,E
1158838,210.60,1.512,G,-9931.30,25709.25,47.73094940,-122.63204956,E
1159879,212.82,1.538,G,-9932.11,25707.89,47.73093796,-122.63206482,E
1160934,214.54,1.646,G,-9933.10,25706.54,47.73092651,-122.63208008,E
1161975,213.74,1.425,G,-9934.12,25705.20,47.73091125,-122.63208771,E
1163018,218.06,1.595,G,-9934.98,25703.96,47.73089981,-122.63210297,E
1164064,233.96,1.440,G,-9936.05,25702.72,47.73089218,-122.63211823,E
1165106,260.65,1.440,G,-9937.40,25702.11,47.73088455,-122.63213348,E
1166154,258.35,1.353,G,-9938.67,25701.83,47.73088074,-122.63214874,E
1167198,253.03,1.698,G,-9940.13,25701.48,47.73088074,-122.63217163,E
1168239,248.70,1.687,G,-9941.81,25700.97,47.73087311,-122.63219452,E
1169274,244.15,1.523,G,-9943.37,25700.33,47.73086929,-122.63221741,E
1170315,251.47,1.548,G,-9944.88,25699.82,47.73086548,-122.63223267,E
1171354,268.92,1.482,G,-9946.45,25699.61,47.73086166,-122.63225555,E
1172396,262.18,1.543,G,-9948.02,25699.54,47.73086166,-122.63227844,E
1173434,270.74,1.584,G,-9949.64,25699.48,47.73086166,-122.63229370,E
1174472,275.23,1.034,G,-9950.93,25699.67,47.73086166,-122.63231659,E
1175518,275.10,0.869,G,-9951.94,25699.87,47.73086548,-122.63232422,E
1176550,271.16,0.499,G,-9952.62,25699.90,47.73086548,-122.63233948,E
1177583,271.80,0.062,G,-9952.86,25699.90,47.73086548,-122.63233948,E
1178624,272.56,0.201,G,-9953.02,25699.90,47.73086548,-122.63233948,E
1179664,272.74,0.530,G,-9953.46,25699.90,47.73086548,-122.63234711,E
1180714,272.56,0.170,G,-9953.82,25699.90,47.73086548,-122.63235474,E
1181746,273.05,0.190,G,-9954.01,25699.90,47.73086548,-122.63235474,E
1182785,273.00,0.432,G,-9954.43,25699.90,47.73086548,-122.63236237,E
1183822,271.27,0.437,G,-9954.89,25699.90,47.73086548,-122.63237000,E
1184865,270.90,0.314,G,-9955.25,25699.90,47.73086548,-122.63237000,E
1185904,270.40,0.093,G,-9955.46,25699.90,47.73086548,-122.63237762,E
