timestamp_ms,local_time,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src
755579,2026-06-11T14:54:36,206.33,0,F,-16718.87,12956.19,47.70517,-122.506653,G
756659,2026-06-11T14:54:37,188.7,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E
757738,2026-06-11T14:54:38,173.1,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E
758817,2026-06-11T14:54:39,164.71,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E
759890,2026-06-11T14:54:40,172.01,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E
760977,2026-06-11T14:54:41,167.5,0.136,F,-16718.87,12956.16,47.70528793,-122.50668335,E
762055,2026-06-11T14:54:42,161.41,0.251,F,-16718.86,12955.95,47.70528793,-122.50667572,E
763125,2026-06-11T14:54:43,164.38,0.341,F,-16718.82,12955.64,47.70528412,-122.50667572,E
764204,2026-06-11T14:54:44,164.51,0.448,F,-16718.69,12955.23,47.7052803,-122.50667572,E
765282,2026-06-11T14:54:45,167.18,0.543,F,-16718.5,12954.71,47.70527649,-122.50667572,E
766360,2026-06-11T14:54:46,169.37,0.607,F,-16718.31,12954.09,47.70526886,-122.50667572,E
767430,2026-06-11T14:54:48,170.51,0.654,F,-16718.12,12953.43,47.70526505,-122.50666809,E
768508,2026-06-11T14:54:49,163.72,0.707,F,-16717.92,12952.7,47.70525742,-122.50666809,E
769578,2026-06-11T14:54:50,157.87,0.735,F,-16717.71,12951.97,47.70524979,-122.50666046,E
770657,2026-06-11T14:54:51,159.76,0.732,F,-16717.48,12951.22,47.70524216,-122.50666046,E
771735,2026-06-11T14:54:52,161.23,0.739,F,-16717.27,12950.48,47.70523834,-122.50666046,E
772813,2026-06-11T14:54:53,158.36,0.766,F,-16717.04,12949.74,47.70523071,-122.50665283,E
773892,2026-06-11T14:54:54,155.61,0.775,F,-16716.71,12948.99,47.70522308,-122.50665283,E
774988,2026-06-11T14:54:55,155.46,0.787,F,-16716.3,12948.24,47.70521545,-122.5066452,E
776066,2026-06-11T14:54:56,154.85,0.799,F,-16715.89,12947.49,47.70521164,-122.50663757,E
