timestamp_ms,local_time,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src,adj_pos_x_m,adj_pos_y_m,adj_lat,adj_lon
1032629,2026-06-11T14:59:13,181.36,0,F,-16716.74,12956.83,47.70517,-122.506653,G,-16716.62,12943.18,47.70517,-122.506653
1033700,2026-06-11T14:59:14,195.28,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E,-16716.60,12943.21,47.70517026,-122.50665272
1034796,2026-06-11T14:59:15,196.54,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E,-16716.58,12943.23,47.70517053,-122.50665243
1035867,2026-06-11T14:59:16,197.16,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E,-16716.56,12943.26,47.70517078,-122.50665215
1036939,2026-06-11T14:59:17,197.86,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E,-16716.54,12943.29,47.70517104,-122.50665187
1038002,2026-06-11T14:59:18,205.56,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E,-16716.52,12943.32,47.70517130,-122.50665160
1039081,2026-06-11T14:59:19,199.53,0,F,-16716.74,12956.83,47.70529556,-122.50665283,E,-16716.50,12943.35,47.70517156,-122.50665131
1040160,2026-06-11T14:59:20,175.93,0.139,F,-16716.74,12956.8,47.70529556,-122.50665283,E,-16716.46,12943.22,47.70517042,-122.50665076
1041248,2026-06-11T14:59:21,155.02,0.253,F,-16716.71,12956.59,47.70529175,-122.50665283,E,-16716.30,12943.00,47.70516841,-122.50664864
1042327,2026-06-11T14:59:22,158.65,0.331,F,-16716.51,12956.29,47.70528793,-122.5066452,E,-16716.12,12942.69,47.70516562,-122.50664626
1043406,2026-06-11T14:59:24,159,0.397,F,-16716.32,12955.92,47.70528412,-122.5066452,E,-16715.91,12942.31,47.70516221,-122.50664350
1044475,2026-06-11T14:59:25,156.46,0.456,F,-16716.12,12955.5,47.70528412,-122.5066452,E,-16715.66,12941.88,47.70515838,-122.50664013
1045553,2026-06-11T14:59:26,157.57,0.518,F,-16715.91,12955.02,47.70527649,-122.50663757,E,-16715.38,12941.39,47.70515391,-122.50663643
1046623,2026-06-11T14:59:27,160.26,0.584,F,-16715.7,12954.48,47.70527267,-122.50663757,E,-16715.10,12940.81,47.70514876,-122.50663271
1047704,2026-06-11T14:59:28,163.74,0.658,F,-16715.49,12953.85,47.70526886,-122.50663757,E,-16714.83,12940.14,47.70514272,-122.50662907
1048773,2026-06-11T14:59:29,163.7,0.701,F,-16715.28,12953.14,47.70526123,-122.50662994,E,-16714.54,12939.43,47.70513634,-122.50662525
