timestamp_ms,local_time,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src,adj_pos_x_m,adj_pos_y_m,adj_lat,adj_lon
755579,2026-06-11T14:54:36,206.33,0,F,-16718.87,12956.19,47.70517,-122.506653,G,-16716.62,12943.18,47.70517,-122.506653
756659,2026-06-11T14:54:37,188.7,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E,-16716.63,12943.17,47.70516991,-122.50665304
757738,2026-06-11T14:54:38,173.1,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E,-16716.63,12943.16,47.70516983,-122.50665308
758817,2026-06-11T14:54:39,164.71,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E,-16716.63,12943.15,47.70516974,-122.50665312
759890,2026-06-11T14:54:40,172.01,0,F,-16718.87,12956.19,47.70528793,-122.50668335,E,-16716.64,12943.14,47.70516966,-122.50665316
760977,2026-06-11T14:54:41,167.5,0.136,F,-16718.87,12956.16,47.70528793,-122.50668335,E,-16716.60,12942.98,47.70516825,-122.50665265
762055,2026-06-11T14:54:42,161.41,0.251,F,-16718.86,12955.95,47.70528793,-122.50667572,E,-16716.50,12942.71,47.70516583,-122.50665129
763125,2026-06-11T14:54:43,164.38,0.341,F,-16718.82,12955.64,47.70528412,-122.50667572,E,-16716.37,12942.34,47.70516253,-122.50664968
764204,2026-06-11T14:54:44,164.51,0.448,F,-16718.69,12955.23,47.7052803,-122.50667572,E,-16716.22,12941.86,47.70515819,-122.50664756
765282,2026-06-11T14:54:45,167.18,0.543,F,-16718.5,12954.71,47.70527649,-122.50667572,E,-16716.05,12941.27,47.70515287,-122.50664534
766360,2026-06-11T14:54:46,169.37,0.607,F,-16718.31,12954.09,47.70526886,-122.50667572,E,-16715.89,12940.60,47.70514688,-122.50664319
767430,2026-06-11T14:54:48,170.51,0.654,F,-16718.12,12953.43,47.70526505,-122.50666809,E,-16715.73,12939.89,47.70514044,-122.50664107
768508,2026-06-11T14:54:49,163.72,0.707,F,-16717.92,12952.7,47.70525742,-122.50666809,E,-16715.47,12939.13,47.70513368,-122.50663757
769578,2026-06-11T14:54:50,157.87,0.735,F,-16717.71,12951.97,47.70524979,-122.50666046,E,-16715.12,12938.39,47.70512699,-122.50663293
770657,2026-06-11T14:54:51,159.76,0.732,F,-16717.48,12951.22,47.70524216,-122.50666046,E,-16714.79,12937.63,47.70512017,-122.50662859
771735,2026-06-11T14:54:52,161.23,0.739,F,-16717.27,12950.48,47.70523834,-122.50666046,E,-16714.48,12936.86,47.70511321,-122.50662448
772813,2026-06-11T14:54:53,158.36,0.766,F,-16717.04,12949.74,47.70523071,-122.50665283,E,-16714.12,12936.07,47.70510617,-122.50661970
773892,2026-06-11T14:54:54,155.61,0.775,F,-16716.71,12948.99,47.70522308,-122.50665283,E,-16713.72,12935.29,47.70509920,-122.50661435
774988,2026-06-11T14:54:55,155.46,0.787,F,-16716.3,12948.24,47.70521545,-122.5066452,E,-16713.31,12934.50,47.70509202,-122.50660881
776066,2026-06-11T14:54:56,154.85,0.799,F,-16715.89,12947.49,47.70521164,-122.50663757,E,-16712.88,12933.70,47.70508489,-122.50660317
777145,2026-06-11T14:54:57,161.53,0.787,F,-16715.56,12946.71,47.70520401,-122.50663757,E,-16712.56,12932.88,47.70507747,-122.50659884
778214,2026-06-11T14:54:58,163.03,0.79,F,-16715.35,12945.88,47.70519638,-122.50662994,E,-16712.26,12932.05,47.70507002,-122.50659482
779292,2026-06-11T14:54:59,164.29,0.801,F,-16715.13,12945.04,47.70518875,-122.50662994,E,-16711.97,12931.19,47.70506234,-122.50659095
780378,2026-06-11T14:55:00,165.51,0.809,F,-16714.92,12944.19,47.70518112,-122.50662994,E,-16711.69,12930.32,47.70505447,-122.50658726
781457,2026-06-11T14:55:02,167.3,0.805,F,-16714.71,12943.35,47.70517349,-122.50662231,E,-16711.44,12929.44,47.70504662,-122.50658397
782529,2026-06-11T14:55:03,158.56,0.804,F,-16714.48,12942.51,47.70516586,-122.50662231,E,-16711.07,12928.62,47.70503925,-122.50657901
783608,2026-06-11T14:55:04,155.33,0.789,F,-16714.07,12941.74,47.70515823,-122.50661469,E,-16710.66,12927.83,47.70503217,-122.50657352
784689,2026-06-11T14:55:05,155.1,0.779,F,-16713.67,12940.99,47.7051506,-122.50660706,E,-16710.25,12927.06,47.70502519,-122.50656805
785777,2026-06-11T14:55:06,157.48,0.792,F,-16713.26,12940.24,47.70514679,-122.50660706,E,-16709.86,12926.24,47.70501789,-122.50656289
786855,2026-06-11T14:55:07,168.06,0.792,F,-16713.02,12939.41,47.70513916,-122.50659943,E,-16709.63,12925.38,47.70501014,-122.50655981
787934,2026-06-11T14:55:08,167.35,0.783,F,-16712.82,12938.57,47.70513153,-122.50659943,E,-16709.39,12924.53,47.70500250,-122.50655662
789030,2026-06-11T14:55:09,165.25,0.792,F,-16712.6,12937.71,47.7051239,-122.50659943,E,-16709.11,12923.67,47.70499473,-122.50655292
790108,2026-06-11T14:55:10,162.83,0.794,F,-16712.39,12936.87,47.70511627,-122.5065918,E,-16708.80,12922.83,47.70498719,-122.50654881
791187,2026-06-11T14:55:11,161.4,0.794,F,-16712.18,12936.04,47.70510864,-122.5065918,E,-16708.47,12921.99,47.70497971,-122.50654442
792266,2026-06-11T14:55:12,156.96,0.794,F,-16711.89,12935.22,47.70510101,-122.50658417,E,-16708.08,12921.19,47.70497248,-122.50653919
793338,2026-06-11T14:55:13,154.43,0.797,F,-16711.49,12934.48,47.70509338,-122.50658417,E,-16707.65,12920.40,47.70496544,-122.50653352
794417,2026-06-11T14:55:15,156.2,0.797,F,-16711.09,12933.74,47.70508575,-122.50657654,E,-16707.25,12919.60,47.70495824,-122.50652813
795496,2026-06-11T14:55:16,164.44,0.798,F,-16710.76,12932.95,47.70507812,-122.50656891,E,-16706.96,12918.75,47.70495057,-122.50652430
796584,2026-06-11T14:55:17,172.11,0.784,F,-16710.56,12932.1,47.7050705,-122.50656891,E,-16706.79,12917.87,47.70494270,-122.50652203
797653,2026-06-11T14:55:18,170.94,0.777,F,-16710.38,12931.26,47.70506287,-122.50656891,E,-16706.61,12917.02,47.70493507,-122.50651960
798733,2026-06-11T14:55:19,164.14,0.782,F,-16710.17,12930.42,47.70505524,-122.50656128,E,-16706.32,12916.19,47.70492756,-122.50651579
799811,2026-06-11T14:55:20,157.13,0.787,F,-16709.89,12929.65,47.70505142,-122.50656128,E,-16705.94,12915.39,47.70492039,-122.50651064
800889,2026-06-11T14:55:21,156.32,0.78,F,-16709.49,12928.9,47.70504379,-122.50655365,E,-16705.54,12914.61,47.70491334,-122.50650540
801968,2026-06-11T14:55:22,157.67,0.784,F,-16709.09,12928.15,47.70503616,-122.50654602,E,-16705.16,12913.81,47.70490616,-122.50650036
803064,2026-06-11T14:55:23,158.12,0.792,F,-16708.68,12927.37,47.70502853,-122.50654602,E,-16704.78,12912.98,47.70489877,-122.50649529
804135,2026-06-11T14:55:24,157.38,0.804,F,-16708.31,12926.55,47.7050209,-122.50653839,E,-16704.39,12912.17,47.70489148,-122.50649011
805214,2026-06-11T14:55:25,155.33,0.79,F,-16707.91,12925.79,47.70501709,-122.50653076,E,-16703.98,12911.38,47.70488440,-122.50648461
806293,2026-06-11T14:55:26,156.89,0.789,F,-16707.51,12925.02,47.70500946,-122.50653076,E,-16703.59,12910.58,47.70487722,-122.50647940
807364,2026-06-11T14:55:27,157.65,0.792,F,-16707.11,12924.26,47.70500183,-122.50652313,E,-16703.21,12909.78,47.70487003,-122.50647435
808443,2026-06-11T14:55:29,156.23,0.802,F,-16706.7,12923.45,47.7049942,-122.5065155,E,-16702.80,12908.98,47.70486278,-122.50646894
