timestamp_ms,local_time,heading_deg,speed_ms,speed_src,pos_x_m,pos_y_m,lat,lon,pos_src
451214,2026-06-11T14:49:31,184.16,0.213,F,-16718.46,12951.13,47.70517,-122.506653,G
452293,2026-06-11T14:49:32,169.62,0.158,F,-16718.46,12950.92,47.70524216,-122.50667572,E
453372,2026-06-11T14:49:33,158.76,0.111,F,-16718.46,12950.8,47.70523834,-122.50667572,E
454441,2026-06-11T14:49:35,161.9,0,F,-16718.46,12950.77,47.70523834,-122.50667572,E
455520,2026-06-11T14:49:36,171.28,0,F,-16718.46,12950.77,47.70523834,-122.50667572,E
456589,2026-06-11T14:49:37,170.17,0.118,F,-16718.46,12950.76,47.70523834,-122.50667572,E
457667,2026-06-11T14:49:38,159.71,0.239,F,-16718.45,12950.58,47.70523834,-122.50667572,E
458737,2026-06-11T14:49:39,165.05,0.325,F,-16718.43,12950.29,47.70523453,-122.50667572,E
459806,2026-06-11T14:49:40,164.48,0.385,F,-16718.3,12949.92,47.70523071,-122.50666809,E
460886,2026-06-11T14:49:41,162.79,0.425,F,-16718.11,12949.5,47.7052269,-122.50666809,E
461966,2026-06-11T14:49:42,159.16,0.451,F,-16717.91,12949.06,47.70522308,-122.50666809,E
463036,2026-06-11T14:49:43,161.65,0.482,F,-16717.72,12948.58,47.70521927,-122.50666046,E
464106,2026-06-11T14:49:44,160.5,0.504,F,-16717.53,12948.06,47.70521545,-122.50666046,E
465183,2026-06-11T14:49:45,162.5,0.51,F,-16717.33,12947.54,47.70521164,-122.50666046,E
466261,2026-06-11T14:49:46,162.01,0.524,F,-16717.13,12947.02,47.70520782,-122.50665283,E
467322,2026-06-11T14:49:47,162.48,0.524,F,-16716.95,12946.49,47.7052002,-122.50665283,E
468410,2026-06-11T14:49:49,162.7,0.541,F,-16716.75,12945.95,47.70519638,-122.50665283,E
469488,2026-06-11T14:49:50,162.69,0.545,F,-16716.55,12945.41,47.70519257,-122.5066452,E
470567,2026-06-11T14:49:51,161.66,0.567,F,-16716.34,12944.86,47.70518494,-122.5066452,E
471647,2026-06-11T14:49:52,163.22,0.572,F,-16716.13,12944.24,47.70518112,-122.5066452,E
472721,2026-06-11T14:49:53,163.63,0.556,F,-16715.93,12943.65,47.70517731,-122.50663757,E
473800,2026-06-11T14:49:54,162.06,0.523,F,-16715.72,12943.11,47.70516968,-122.50663757,E
474879,2026-06-11T14:49:55,161.6,0.521,F,-16715.52,12942.58,47.70516586,-122.50663757,E
475967,2026-06-11T14:49:56,161.22,0.528,F,-16715.31,12942.04,47.70516205,-122.50662994,E
477045,2026-06-11T14:49:57,159.39,0.534,F,-16715.1,12941.51,47.70515823,-122.50662994,E
478124,2026-06-11T14:49:58,160.18,0.539,F,-16714.88,12940.98,47.7051506,-122.50662994,E
479220,2026-06-11T14:49:59,161.6,0.539,F,-16714.67,12940.43,47.70514679,-122.50662231,E
480258,2026-06-11T14:50:00,164.51,0.549,F,-16714.49,12939.91,47.70514297,-122.50662231,E
481342,2026-06-11T14:50:01,165.27,0.549,F,-16714.29,12939.36,47.70513916,-122.50662231,E
482412,2026-06-11T14:50:03,163,0.562,F,-16714.11,12938.8,47.70513153,-122.50661469,E
483414,2026-06-11T14:50:04,164.94,0.572,F,-16713.92,12938.24,47.70512772,-122.50661469,E
484493,2026-06-11T14:50:05,163.75,0.566,F,-16713.73,12937.62,47.70512009,-122.50661469,E
485571,2026-06-11T14:50:06,163.61,0.572,F,-16713.54,12937,47.70511627,-122.50660706,E
486649,2026-06-11T14:50:07,162.83,0.567,F,-16713.33,12936.41,47.70511246,-122.50660706,E
487720,2026-06-11T14:50:08,162.43,0.565,F,-16713.12,12935.83,47.70510483,-122.50659943,E
488798,2026-06-11T14:50:09,163.96,0.563,F,-16712.92,12935.27,47.70510101,-122.50659943,E
489876,2026-06-11T14:50:10,165.34,0.559,F,-16712.73,12934.67,47.70509338,-122.50659943,E
490955,2026-06-11T14:50:11,165.5,0.567,F,-16712.54,12934.05,47.70508957,-122.5065918,E
492025,2026-06-11T14:50:12,167.2,0.573,F,-16712.35,12933.44,47.70508575,-122.5065918,E
493103,2026-06-11T14:50:13,169.81,0.567,F,-16712.16,12932.82,47.70507812,-122.5065918,E
494182,2026-06-11T14:50:14,169.85,0.552,F,-16712.03,12932.2,47.70507431,-122.5065918,E
495278,2026-06-11T14:50:15,163.22,0.57,F,-16711.84,12931.58,47.70506668,-122.50658417,E
496356,2026-06-11T14:50:16,164.58,0.565,F,-16711.63,12930.98,47.70506287,-122.50658417,E
497435,2026-06-11T14:50:18,162.98,0.552,F,-16711.44,12930.42,47.70505524,-122.50658417,E
498514,2026-06-11T14:50:19,160.08,0.542,F,-16711.22,12929.88,47.70505142,-122.50657654,E
499583,2026-06-11T14:50:20,159.29,0.537,F,-16711.01,12929.35,47.70504761,-122.50657654,E
500662,2026-06-11T14:50:21,160.58,0.541,F,-16710.8,12928.82,47.70504379,-122.50656891,E
501741,2026-06-11T14:50:22,160.62,0.532,F,-16710.59,12928.28,47.70503616,-122.50656891,E
502813,2026-06-11T14:50:23,161.06,0.539,F,-16710.38,12927.75,47.70503235,-122.50656891,E
503892,2026-06-11T14:50:24,161.02,0.542,F,-16710.17,12927.22,47.70502853,-122.50656128,E
504971,2026-06-11T14:50:25,162.94,0.545,F,-16709.96,12926.68,47.70502472,-122.50656128,E
506059,2026-06-11T14:50:26,164.94,0.546,F,-16709.77,12926.13,47.70501709,-122.50656128,E
507137,2026-06-11T14:50:27,166.22,0.549,F,-16709.57,12925.59,47.70501328,-122.50655365,E
508216,2026-06-11T14:50:28,163.12,0.551,F,-16709.38,12925.05,47.70500946,-122.50655365,E
509312,2026-06-11T14:50:29,161.11,0.55,F,-16709.17,12924.5,47.70500565,-122.50655365,E
510372,2026-06-11T14:50:30,161.36,0.553,F,-16708.96,12923.97,47.70499802,-122.50654602,E
511442,2026-06-11T14:50:32,161.93,0.543,F,-16708.75,12923.43,47.7049942,-122.50654602,E
512505,2026-06-11T14:50:33,162.31,0.547,F,-16708.54,12922.9,47.70499039,-122.50653839,E
